,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
1,381115,4,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381115,173,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381115,386,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381147,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381147,106,4,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381148,1,4,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381149,1,4,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381150,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381150,3,4,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381150,29,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381151,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381151,54,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381151,237,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381151,457,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381152,1,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381164,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381164,992,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381164,1200,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381190,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381190,138,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381190,476,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381190,877,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,381190,1060,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381191,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381191,9,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381191,197,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381199,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381212,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381286,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381309,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381358,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381364,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381365,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381365,473,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381371,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381379,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381379,795,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381380,1,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381380,28,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381380,177,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381384,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381384,860,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381384,982,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381384,1062,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381417,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381417,946,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381417,1067,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381417,1138,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381443,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381443,777,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381443,879,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381443,977,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381477,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381479,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381480,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381480,26,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381480,138,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381480,217,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381484,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381484,876,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381484,922,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381484,1032,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,381484,1161,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,381484,1232,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381499,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381500,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381515,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381516,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381516,505,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381516,517,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381516,566,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381543,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,381544,1,7,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,381544,299,9,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,381544,412,14,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,381544,510,15,32.0,HLT_PFJet320_v29/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382229,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382229,5,14,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382229,18,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382229,26,14,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382250,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382250,31,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382250,139,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382250,142,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382250,159,4,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,382250,623,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,382250,628,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,382250,631,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
8,382250,635,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
9,382250,640,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
10,382250,643,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
11,382250,646,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
12,382250,649,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
13,382250,652,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
14,382250,658,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
15,382250,671,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382255,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382256,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382257,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382258,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382258,769,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382258,856,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382258,1034,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382262,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382298,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382299,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382300,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382300,16,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382300,50,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382300,129,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382300,274,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,382300,366,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,382300,480,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,382300,511,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
8,382300,680,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
9,382300,686,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
10,382300,825,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382313,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382314,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382328,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382329,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382343,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382343,1768,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382343,1965,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382343,2132,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382344,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382344,97,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382344,130,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382504,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382568,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382580,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382580,1011,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382580,1118,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382580,1564,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382594,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382594,1130,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382594,1265,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382595,1,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382595,381,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382595,696,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382617,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382617,105,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382617,169,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382617,194,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382617,209,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382626,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382649,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382649,43,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382649,52,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382649,68,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382649,88,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382650,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382654,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382654,1189,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382654,1392,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382654,1445,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382655,1,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382655,66,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382656,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382656,101,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382679,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382684,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382684,1112,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382685,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382685,22,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382685,112,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382685,370,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382686,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382725,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382729,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382730,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382750,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382752,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382752,696,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382752,706,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,382769,1,5,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,382769,984,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,382769,1094,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,382769,1159,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,382769,1426,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
