,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
1,383756,845,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383756,847,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383756,1159,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383756,1270,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383756,1358,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,383756,1404,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,383756,1409,0,0.0,HLT_PFJet320_v30/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,383758,1,0,0.0,HLT_PFJet320_v30/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
1,383758,9,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383758,15,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383767,1,6,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383767,1224,7,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383767,1369,8,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383767,1408,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383779,1,9,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383779,98,10,32.0,HLT_PFJet320_v30/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383811,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383812,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383813,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383814,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383814,705,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383814,818,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383814,907,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383814,1190,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383830,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383832,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383833,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383834,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383854,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383855,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383855,166,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383855,313,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383855,385,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383855,642,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383855,712,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383900,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383907,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383908,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383948,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383949,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383949,368,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383949,484,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383949,574,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383949,858,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,383996,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,383996,1286,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,383996,1362,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,383996,1456,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,383996,1612,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,383996,1724,11,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,383996,1737,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,383996,1744,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
8,383996,1774,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384014,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384029,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384029,492,0,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,384052,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384052,1288,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384052,1384,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384052,1483,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384052,1763,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384069,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384070,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384070,26,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384070,106,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384070,206,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384070,475,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384124,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384126,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384127,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384128,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384128,1131,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384128,1220,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384128,1315,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384187,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384188,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384188,806,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384188,944,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384188,994,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384188,1333,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384202,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384202,1210,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384202,1341,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384202,1426,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384202,1764,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384203,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384204,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384209,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384238,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384239,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384239,656,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384239,774,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384239,879,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384239,1180,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384244,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384244,132,11,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384264,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384265,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384265,272,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384265,399,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384290,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384291,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384291,1178,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384291,1190,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384291,1197,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384291,1482,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384318,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384322,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384323,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384331,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384332,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384377,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384378,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384380,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384382,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384382,166,0,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
2,384382,170,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384382,193,16,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,384383,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384383,213,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384383,341,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384383,425,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384383,710,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,384383,1225,11,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384406,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384413,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384413,1241,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384413,1370,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384413,1425,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384413,1733,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384446,1,0,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
1,384446,4,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384464,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384468,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384468,1230,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384468,1313,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384468,1407,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384468,1721,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384485,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384486,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384487,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384489,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384490,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384491,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384492,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384492,962,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384492,1020,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384492,1081,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384492,1449,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384565,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384565,34,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384565,143,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384565,439,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384565,1393,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,384565,1497,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384579,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384591,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384593,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384610,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384614,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384638,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384644,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384644,676,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384644,729,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384644,816,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384933,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384934,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384935,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384935,589,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384935,728,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384935,852,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384935,1023,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384950,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384950,20,0,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
2,384950,25,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384950,101,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384950,104,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384951,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384963,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384963,1451,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
